OrderDetailsID,OrderID,ProductID,Quantity,Date,PriceApplied,CostApplied
205,Ord-116,1,1,02/08/2025 15:23,9000,2371.03
206,Ord-117,8,1,02/08/2025 15:23,9000,2371.03
207,Ord-118,9,1,02/08/2025 15:23,8500,2371.03
208,Ord-118,11,1,02/08/2025 15:23,8500,2521.44
209,Ord-119,9,1,02/08/2025 15:23,8500,2371.03
210,Ord-119,10,1,02/08/2025 15:23,8500,1935.93
211,Ord-120,8,1,02/08/2025 15:23,9000,2371.03
214,Ord-120,6,1,02/08/2025 15:23,7200,1813.27
213,Ord-120,7,2,02/08/2025 15:23,5200,1414.88
212,Ord-120,5,1,02/08/2025 15:23,5600,1512.94
216,Ord-121,6,1,02/08/2025 15:23,7200,1813.27
215,Ord-121,5,1,02/08/2025 15:23,5600,1512.94
217,Ord-122,5,1,02/08/2025 15:23,5600,1512.94
218,Ord-122,1,1,02/08/2025 15:23,9000,2371.03
219,Ord-123,10,1,02/08/2025 15:23,8500,1935.93
220,Ord-123,9,1,02/08/2025 15:23,8500,2371.03
221,Ord-123,5,1,02/08/2025 15:23,5600,1512.94
261,Ord-124,1,1,02/08/2025 15:23,9000,2371.03
262,Ord-124,6,1,02/08/2025 15:23,7200,1813.27
225,Ord-125,5,1,02/08/2025 15:23,5600,1512.94
224,Ord-125,9,2,02/08/2025 15:23,8500,2371.03
226,Ord-126,9,2,02/08/2025 15:23,8500,2371.03
227,Ord-126,3,1,02/08/2025 15:23,9000,2521.44
228,Ord-127,2,1,02/08/2025 15:23,9000,2374.8
229,Ord-127,2,1,02/08/2025 15:23,9000,2374.8
230,Ord-128,10,2,02/08/2025 15:23,8500,1935.93
231,Ord-129,1,1,02/08/2025 15:23,9000,2371.03
234,Ord-130,9,1,02/08/2025 15:23,8500,2371.03
233,Ord-130,5,1,02/08/2025 15:23,5600,1512.94
232,Ord-130,8,1,02/08/2025 15:23,9000,2371.03
235,Ord-130,12,1,02/08/2025 15:23,8500,2374.8
237,Ord-131,7,1,02/08/2025 15:23,5200,1414.88
238,Ord-131,8,1,02/08/2025 15:23,9000,2371.03
236,Ord-131,5,1,02/08/2025 15:23,5600,1512.94
239,Ord-132,1,1,02/08/2025 15:23,9000,2371.03
241,Ord-133,5,2,02/08/2025 15:23,5600,1512.94
240,Ord-133,1,2,02/08/2025 15:23,9000,2371.03
242,Ord-134,5,2,02/08/2025 15:23,5600,1512.94
244,Ord-134,8,2,02/08/2025 15:23,9000,2371.03
243,Ord-134,6,2,02/08/2025 15:23,7200,1813.27
245,Ord-135,3,1,02/08/2025 15:23,9000,2521.44
247,Ord-136,2,4,02/08/2025 15:23,9000,2374.8
246,Ord-136,1,8,02/08/2025 15:23,9000,2371.03
248,Ord-136,3,4,02/08/2025 15:23,9000,2521.44
249,Ord-136,4,4,02/08/2025 15:23,9000,1935.93
251,Ord-137,12,1,02/08/2025 15:23,8500,2374.8
250,Ord-137,11,1,02/08/2025 15:23,8500,2521.44
252,Ord-138,1,2,02/08/2025 15:23,9000,2371.03
256,Ord-142,8,4,02/08/2025 15:23,9000,2371.03
257,Ord-143,5,10,02/08/2025 15:23,5600,1512.94
258,Ord-144,1,14,02/08/2025 15:23,9000,2371.03
259,Ord-144,2,3,02/08/2025 15:23,9000,2374.8
260,Ord-144,3,3,02/08/2025 15:23,9000,2521.44
263,Ord-145,2,1,28/08/2025 14:56,9000,2374.8
264,Ord-146,9,1,28/08/2025 14:56,8500,2371.03
265,Ord-146,10,1,28/08/2025 14:57,8500,1935.93
266,Ord-147,9,1,28/08/2025 14:57,8500,2371.03
267,Ord-147,12,1,28/08/2025 14:57,8500,2374.8
268,Ord-148,8,2,28/08/2025 14:58,9000,2371.03
269,Ord-149,9,1,28/08/2025 14:59,8500,2371.03
270,Ord-149,11,1,28/08/2025 14:59,8500,2521.44
271,Ord-149,6,1,28/08/2025 14:59,7200,1813.27
272,Ord-149,5,1,28/08/2025 14:59,5600,1512.94
273,Ord-149,7,1,28/08/2025 14:59,5200,1414.88
274,Ord-150,2,1,29/08/2025 12:40,9000,2374.8
275,Ord-151,1,1,31/08/2025 16:03,9000,2371.03
276,Ord-152,1,1,31/08/2025 16:04,9000,2371.03
277,Ord-153,10,1,31/08/2025 16:05,8500,1935.93
278,Ord-153,9,1,31/08/2025 16:06,8500,2371.03
279,Ord-154,2,1,31/08/2025 16:13,9000,2374.8
282,Ord-155,7,1,31/08/2025 16:31,5200,1414.88
281,Ord-155,5,1,31/08/2025 16:31,5600,1512.94
280,Ord-155,1,1,31/08/2025 16:31,9000,2371.03
283,Ord-156,11,1,31/08/2025 16:34,8500,2521.44
284,Ord-156,9,1,31/08/2025 16:34,8500,2371.03
285,Ord-157,1,1,31/08/2025 16:35,9000,2371.03
286,Ord-158,9,1,31/08/2025 16:36,8500,2371.03
288,Ord-158,2,1,31/08/2025 16:37,9000,2374.8
287,Ord-158,11,1,31/08/2025 16:37,8500,2521.44
289,Ord-158,5,2,31/08/2025 16:37,5600,1512.94
290,Ord-159,11,1,31/08/2025 16:40,8500,2521.44
291,Ord-159,10,1,31/08/2025 16:40,8500,1935.93
292,Ord-160,1,1,31/08/2025 16:41,9000,2371.03
293,Ord-160,5,1,31/08/2025 16:42,5600,1512.94
294,Ord-161,9,2,31/08/2025 16:43,8500,2371.03
295,Ord-162,1,1,31/08/2025 16:43,9000,2371.03
296,Ord-163,9,1,31/08/2025 16:44,8500,2371.03
298,Ord-163,11,1,31/08/2025 16:45,8500,2521.44
297,Ord-163,10,1,31/08/2025 16:45,8500,1935.93
299,Ord-163,12,1,31/08/2025 16:45,8500,2374.8
301,Ord-164,12,1,31/08/2025 16:46,8500,2374.8
300,Ord-164,9,1,31/08/2025 16:46,8500,2371.03
302,Ord-165,9,2,31/08/2025 16:47,8500,2371.03
303,Ord-166,2,1,31/08/2025 16:48,9000,2374.8
305,Ord-167,12,1,31/08/2025 16:50,8500,2374.8
304,Ord-167,9,1,31/08/2025 16:50,8500,2371.03
306,Ord-167,3,1,31/08/2025 16:50,9000,2521.44
307,Ord-168,4,1,31/08/2025 16:51,9000,1935.93
308,Ord-169,1,1,31/08/2025 16:52,9000,2371.03
309,Ord-170,1,1,31/08/2025 16:53,9000,2371.03
310,Ord-171,1,1,31/08/2025 16:54,9000,2371.03
313,Ord-172,3,1,30/08/2025 14:00,9000,2521.44
312,Ord-172,2,1,30/08/2025 14:00,9000,2374.8
311,Ord-172,1,1,30/08/2025 14:00,9000,2371.03
314,Ord-173,1,2,30/08/2025 18:38,9000,2371.03
317,Ord-175,1,1,31/08/2025 19:20,9000,2371.03
318,Ord-176,4,1,31/08/2025 19:00,9000,1935.93
319,Ord-177,2,1,31/08/2025 17:30,9000,2374.8
320,Ord-178,1,1,31/08/2025 17:31,9000,2371.03
321,Ord-179,1,1,28/08/2025 16:31,9000,2371.03
322,Ord-180,1,1,30/08/2025 11:18,9000,2371.03
323,Ord-180,3,1,30/08/2025 11:18,9000,2521.44
325,Ord-182,3,1,30/08/2025 12:40,9000,2521.44
326,Ord-182,5,1,30/08/2025 12:40,5600,1512.94
329,Ord-184,1,1,30/08/2025 13:49,9000,2371.03
330,Ord-184,2,1,30/08/2025 13:49,9000,2374.8
331,Ord-185,1,2,31/08/2025 14:50,9000,2371.03
332,Ord-186,1,3,31/08/2025 19:45,9000,2371.03
334,Ord-187,3,1,31/08/2025 20:27,9000,2521.44
333,Ord-187,2,1,31/08/2025 20:27,9000,2374.8
335,Ord-188,1,4,31/08/2025 22:04,9000,2371.03
336,Ord-189,9,2,31/08/2025 14:50,8500,2371.03
337,Ord-189,11,2,31/08/2025 14:50,8500,2521.44
338,Ord-190,9,1,31/08/2025 14:50,8500,2371.03
339,Ord-190,12,1,31/08/2025 14:50,8500,2374.8
340,Ord-191,1,1,31/08/2025 14:50,9000,2371.03
342,Ord-192,9,1,31/08/2025 14:50,8500,2371.03
343,Ord-192,12,1,31/08/2025 14:50,8500,2374.8
344,Ord-193,9,2,31/08/2025 14:50,8500,2371.03
345,Ord-194,9,1,31/08/2025 14:50,8500,2371.03
346,Ord-194,11,1,31/08/2025 14:50,8500,2521.44
347,Ord-194,4,1,31/08/2025 14:50,9000,1935.93
348,Ord-195,9,2,31/08/2025 14:50,8500,2371.03
349,Ord-196,1,1,31/08/2025 14:50,9000,2371.03
350,Ord-197,1,1,31/08/2025 14:50,9000,2371.03
351,Ord-198,9,2,31/08/2025 14:50,8500,2371.03
352,Ord-199,4,1,31/08/2025 14:50,9000,1935.93
353,Ord-200,9,1,31/08/2025 14:50,8500,2371.03
354,Ord-200,11,1,31/08/2025 14:50,8500,2521.44
355,Ord-201,1,8,31/08/2025 14:50,9000,2371.03
356,Ord-201,2,4,31/08/2025 14:50,9000,2374.8
357,Ord-201,3,4,31/08/2025 14:50,9000,2521.44
358,Ord-201,4,4,31/08/2025 14:50,9000,1935.93
359,Ord-202,9,1,10/09/2025 10:13,8500,2371.03
360,Ord-202,2,1,10/09/2025 10:13,9000,2374.8
361,Ord-203,9,1,10/09/2025 10:14,8500,2371.03
362,Ord-203,2,1,10/09/2025 10:14,9000,2374.8
363,Ord-204,1,1,10/09/2025 10:14,9000,2371.03
364,Ord-205,9,1,10/09/2025 10:16,8500,2371.03
365,Ord-205,2,1,10/09/2025 10:16,9000,2374.8
366,Ord-206,9,2,10/09/2025 10:17,8500,2371.03
367,Ord-207,9,1,10/09/2025 10:19,8500,2371.03
368,Ord-207,10,1,10/09/2025 10:19,8500,1935.93
369,Ord-207,3,1,10/09/2025 10:19,9000,2521.44
370,Ord-208,9,2,10/09/2025 10:20,8500,2371.03
371,Ord-209,1,1,10/09/2025 10:20,9000,2371.03
372,Ord-210,1,1,10/09/2025 10:22,9000,2371.03
373,Ord-211,9,2,10/09/2025 10:23,8500,2371.03
374,Ord-212,9,2,10/09/2025 10:43,8500,2371.03
375,Ord-212,5,1,10/09/2025 10:43,5600,1512.94
376,Ord-213,9,2,10/09/2025 10:44,8500,2371.03
377,Ord-214,11,1,10/09/2025 10:45,8500,2521.44
378,Ord-214,12,1,10/09/2025 10:45,8500,2374.8
379,Ord-215,1,1,10/09/2025 10:46,9000,2371.03
380,Ord-216,6,2,10/09/2025 10:46,7200,1813.27
381,Ord-216,9,2,10/09/2025 10:47,8500,2371.03
382,Ord-217,1,1,10/09/2025 10:47,9000,2371.03
383,Ord-218,1,1,10/09/2025 10:51,9000,2371.03
384,Ord-219,10,1,10/09/2025 10:54,8500,1935.93
385,Ord-219,9,1,10/09/2025 10:54,8500,2371.03
386,Ord-220,4,1,10/09/2025 10:55,9000,1935.93
387,Ord-221,9,2,10/09/2025 10:56,8500,2371.03
388,Ord-222,9,1,10/09/2025 11:00,8500,2371.03
389,Ord-222,11,1,10/09/2025 11:00,8500,2521.44
390,Ord-223,9,2,10/09/2025 11:01,8500,2371.03
391,Ord-223,11,2,10/09/2025 11:01,8500,2521.44
392,Ord-224,11,1,10/09/2025 11:01,8500,2521.44
393,Ord-224,9,1,10/09/2025 11:02,8500,2371.03
394,Ord-225,5,2,10/09/2025 11:02,5600,1512.94
395,Ord-226,1,1,10/09/2025 11:04,9000,2371.03
396,Ord-227,9,2,10/09/2025 11:04,8500,2371.03
397,Ord-228,12,1,10/09/2025 11:05,8500,2374.8
398,Ord-228,9,1,10/09/2025 11:05,8500,2371.03
399,Ord-229,9,1,10/09/2025 11:06,8500,2371.03
400,Ord-229,11,1,10/09/2025 11:06,8500,2521.44
401,Ord-230,9,1,10/09/2025 15:23,8500,2371.03
402,Ord-230,12,1,10/09/2025 15:23,8500,2374.8
403,Ord-231,1,1,10/09/2025 23:41,9000,2371.03
404,Ord-231,5,1,10/09/2025 23:41,5600,1512.94
405,Ord-232,3,1,10/09/2025 23:42,9000,2521.44
406,Ord-233,9,1,11/09/2025 20:23,8500,2371.03
407,Ord-233,11,1,11/09/2025 20:24,8500,2521.44
408,Ord-234,1,2,11/09/2025 20:25,9000,2371.03
409,Ord-235,1,2,11/09/2025 20:32,9000,2371.03
410,Ord-236,1,1,12/09/2025 18:54,9000,2380.78
411,Ord-237,9,1,12/09/2025 18:58,8500,2380.78
412,Ord-237,12,1,12/09/2025 18:58,8500,2401.43
413,Ord-237,3,1,12/09/2025 18:58,9000,2531.19
414,Ord-238,2,1,12/09/2025 18:59,9000,2401.43
415,Ord-238,5,1,12/09/2025 18:59,5600,1518.94
416,Ord-239,9,2,12/09/2025 19:00,8500,2380.78
417,Ord-240,6,1,12/09/2025 19:02,7200,1820.59
418,Ord-240,5,2,12/09/2025 19:02,5600,1518.94
419,Ord-241,9,1,12/09/2025 19:03,8500,2380.78
420,Ord-241,11,1,12/09/2025 19:03,8500,2531.19
421,Ord-242,1,1,12/09/2025 19:05,9000,2380.78
422,Ord-243,12,2,12/09/2025 19:07,8500,2401.43
423,Ord-243,9,1,12/09/2025 19:07,8500,2380.78
424,Ord-243,11,1,12/09/2025 19:07,8500,2531.19
425,Ord-244,9,1,12/09/2025 19:12,8500,2380.78
426,Ord-245,1,2,13/09/2025 01:03,9000,2380.78
427,Ord-246,1,1,11/09/2025 20:36,9000,2380.78
428,Ord-247,1,1,13/09/2025 20:45,9000,2380.78
429,Ord-248,1,1,14/09/2025 20:55,9000,2380.78
430,Ord-249,9,1,14/09/2025 20:56,8500,2380.78
431,Ord-249,10,1,14/09/2025 20:58,8500,1935.93
432,Ord-250,9,1,15/09/2025 12:40,8500,2380.78
433,Ord-250,10,1,15/09/2025 12:40,8500,1935.93
434,Ord-251,7,2,15/09/2025 12:40,5200,1420.45
435,Ord-251,5,1,15/09/2025 12:41,5600,1518.94
436,Ord-252,9,1,15/09/2025 12:43,8500,2380.78
437,Ord-252,12,1,15/09/2025 12:43,8500,2401.43
438,Ord-252,7,1,15/09/2025 12:43,5200,1420.45
439,Ord-252,5,1,15/09/2025 12:43,5600,1518.94
440,Ord-253,1,1,15/09/2025 12:46,9000,2380.78
441,Ord-254,1,1,15/09/2025 12:47,9000,2380.78
442,Ord-255,9,2,15/09/2025 12:48,8500,2380.78
443,Ord-256,9,1,15/09/2025 12:49,8500,2380.78
444,Ord-256,11,1,15/09/2025 12:49,8500,2531.19
445,Ord-256,6,1,15/09/2025 12:49,7200,1820.59
446,Ord-256,8,1,15/09/2025 12:49,9000,2380.78
447,Ord-257,9,1,15/09/2025 00:01,8500,2380.78
448,Ord-257,10,1,15/09/2025 00:01,8500,1935.93
449,Ord-258,1,1,16/09/2025 00:00,9000,2380.78
450,Ord-259,5,2,16/09/2025 00:00,5600,1518.94
452,Ord-260,9,1,16/09/2025 19:16,8500,2380.78
451,Ord-260,10,1,16/09/2025 19:28,8500,1935.93
453,Ord-261,3,1,16/09/2025 11:19,9000,2531.19
454,Ord-262,1,1,16/09/2025 11:19,9000,2380.78
455,Ord-262,5,1,16/09/2025 11:20,5600,1518.94
456,Ord-263,9,2,16/09/2025 00:00,8500,2380.78
459,Ord-263,12,2,16/09/2025 00:00,8500,2401.43
457,Ord-263,10,2,16/09/2025 00:00,8500,1935.93
458,Ord-263,11,2,16/09/2025 00:00,8500,2531.19
460,Ord-264,9,2,16/09/2025 00:00,8500,2380.78
461,Ord-265,6,1,18/09/2025 15:45,7200,1820.59
462,Ord-266,1,1,18/09/2025 15:49,9000,2380.78
465,Ord-268,9,6,18/09/2025 23:35,8500,2380.78
466,Ord-269,1,1,18/09/2025 23:36,9000,2380.78
467,Ord-270,1,1,18/09/2025 23:37,9000,2380.78
469,Ord-271,3,1,18/09/2025 23:37,9000,2531.19
470,Ord-271,4,1,18/09/2025 23:38,9000,1935.93
468,Ord-271,1,1,18/09/2025 23:37,9000,2380.78
471,Ord-272,13,10,19/09/2025 15:50,18000,4641.95
